"Orders_Unique","Returns_Unique","Frequency","Total_Items_Purchased","Quantity_Basket","Total_Items_Returned","Types_Items_Purchased","Unique_Item_Per_Basket","Types_Items_Returned","Unique_Item_Per_Return","Sales_Revenue","Return_Refund","Monetory_Value","Average_Unit_Price_Purchase","Average_Unit_Refund_Return","Country","Is_Buying_Most_Popular","Recency","Recency_Quantile","Frequency_Quantile","Monetory_Value_Quantile","Y_Income"
7,0,7,1517,216.714285714286,0,22,3.85714285714286,0,0,2065.41,0,0,1.36150955833883,0,"United Kingdom","0",11,0.17,0.92,0.28,50.78
0,1,1,0,0,-1,0,0,1,1,0,-12.75,0,0,12.75,"United Kingdom","0",126,0.85,0.12,0.28,110.38
0,1,1,0,0,-8,0,0,6,6,0,-12.54,0,0,1.5675,"United Kingdom","0",126,0.85,0.12,0.28,1012.26
1,0,1,159,159,0,40,41,0,0,257.9,0,0,1.62201257861635,0,"United Kingdom","0",126,0.85,0.12,0.28,299.67
4,2,6,2480,620,-5,96,28.25,1,2.5,10262.65,-6090.84,4171.81,4.13816532258064,1218.168,"Singapore","1",56,0.54,0.89,0.97,4948.58
4,1,5,418,104.5,-2,41,11.25,1,1,703.15,-15.9,687.25,1.68217703349282,7.95,"United Kingdom","0",23,0.32,0.86,0.82,1463.83
3,1,4,545,181.666666666667,-2,94,35.6666666666667,2,2,953.06,-9.05,944.01,1.74873394495413,4.525,"United Kingdom","1",7,0.09,0.79,0.85,346.53
3,0,3,220,73.3333333333333,0,47,25.6666666666667,0,0,571.37,0,0,2.59713636363636,0,"United Kingdom","1",14,0.22,0.69,0.28,67.65
1,0,1,316,316,0,24,24,0,0,636.94,0,0,2.01563291139241,0,"United Kingdom","0",126,0.85,0.12,0.28,1366.91
1,0,1,223,223,0,16,16,0,0,287.93,0,0,1.29116591928251,0,"Germany","0",126,0.84,0.13,0.28,838.92
11,3,14,3677,334.272727272727,-14,85,9.72727272727273,4,1.33333333333333,6486.65,-32.75,6453.9,1.76411476747348,2.33928571428571,"United Kingdom","1",4,0.05,0.98,0.99,7851.76
1,0,1,78,78,0,7,7,0,0,153.78,0,0,1.97153846153846,0,"United Kingdom","0",126,0.85,0.13,0.28,502.9
1,0,1,128,128,0,2,2,0,0,326.4,0,0,2.55,0,"United Kingdom","1",125,0.84,0.13,0.28,326.4
2,0,2,163,81.5,0,24,12.5,0,0,557.45,0,0,3.41993865030675,0,"United Kingdom","0",12,0.17,0.5,0.28,15.001
2,1,3,2015,1007.5,-11,202,125,5,5,3017.81,-12.02,3005.79,1.49767245657568,1.09272727272727,"United Kingdom","0",8,0.12,0.69,0.95,2530.36
3,0,3,342,114,0,22,10.3333333333333,0,0,676.49,0,0,1.97804093567251,0,"United Kingdom","1",19,0.27,0.69,0.28,97.5
2,0,2,452,226,0,3,2.5,0,0,764.76,0,0,1.69194690265487,0,"United Kingdom","0",62,0.58,0.51,0.28,1036.38
3,0,3,410,136.666666666667,0,15,6.66666666666667,0,0,959.1,0,0,2.33926829268293,0,"United Kingdom","0",19,0.26,0.69,0.29,488.41
3,1,4,241,80.3333333333333,-3,49,20.6666666666667,3,3,696.07,-20.35,675.72,2.88825726141079,6.78333333333333,"United Kingdom","1",61,0.58,0.79,0.82,138.05
8,8,16,3885,485.625,-34,93,20.875,19,2.875,7203.61,-175.09,7028.52,1.85421106821107,5.14970588235294,"United Kingdom","1",6,0.07,0.99,0.99,21630.36
3,1,4,190,63.3333333333333,-6,68,27.6666666666667,2,2,433.23,-41.7,391.53,2.28015789473684,6.95,"United Kingdom","0",91,0.73,0.79,0.77,444.33
1,0,1,52,52,0,24,25,0,0,103.35,0,0,1.9875,0,"United Kingdom","1",125,0.84,0.13,0.29,163.5
2,0,2,535,267.5,0,99,59,0,0,803.56,0,0,1.50198130841122,0,"United Kingdom","1",50,0.51,0.51,0.29,1219.42
1,0,1,82,82,0,8,8,0,0,156,0,0,1.90243902439024,0,"United Kingdom","0",125,0.84,0.13,0.29,126.6
3,0,3,589,196.333333333333,0,36,14.3333333333333,0,0,876.82,0,0,1.48865874363328,0,"United Kingdom","0",23,0.33,0.69,0.29,342.58
2,2,4,300,150,-13,30,16.5,6,3,608.47,-25.2,583.27,2.02823333333333,1.93846153846154,"United Kingdom","1",41,0.43,0.79,0.8,614.67
0,2,2,0,0,-4,0,0,2,1.5,0,-40.8,0,0,10.2,"United Kingdom","0",77,0.67,0.51,0.29,656.79
1,0,1,173,173,0,31,31,0,0,275.78,0,0,1.59410404624277,0,"United Kingdom","1",125,0.84,0.13,0.29,767.56
2,0,2,102,51,0,15,7.5,0,0,215.7,0,0,2.11470588235294,0,"United Kingdom","1",47,0.48,0.51,0.29,489.42
2,2,4,482,241,-6,58,31.5,4,2,1589.82,-40.95,1548.87,3.29838174273859,6.825,"Channel Islands","0",6,0.08,0.79,0.91,-4.25
2,0,2,784,392,0,71,35.5,0,0,1185.04,0,0,1.5115306122449,0,"United Kingdom","0",15,0.23,0.51,0.29,377.18
1,0,1,410,410,0,24,24,0,0,556.46,0,0,1.35721951219512,0,"United Kingdom","0",124,0.84,0.13,0.29,828.39
4,0,4,431,107.75,0,117,33.75,0,0,550.61,0,0,1.27751740139211,0,"United Kingdom","0",15,0.23,0.79,0.29,678.27
3,0,3,189,63,0,22,7.33333333333333,0,0,505.75,0,0,2.67592592592593,0,"United Kingdom","0",26,0.36,0.69,0.29,655.52
2,0,2,115,57.5,0,9,6,0,0,782.25,0,0,6.80217391304348,0,"United Kingdom","0",60,0.56,0.51,0.29,809.81
5,2,7,568,113.6,-20,171,41.6,11,6,1733.9,-56.7,1677.2,3.05264084507042,2.835,"United Kingdom","1",55,0.54,0.92,0.91,785.74
2,0,2,475,237.5,0,33,18,0,0,798.9,0,0,1.68189473684211,0,"Germany","0",27,0.37,0.51,0.29,956.48
1,0,1,127,127,0,12,12,0,0,220.59,0,0,1.73692913385827,0,"Germany","0",124,0.84,0.13,0.29,503.45
3,0,3,1976,658.666666666667,0,82,30.6666666666667,0,0,2644.02,0,0,1.33806680161943,0,"United Kingdom","1",27,0.37,0.69,0.29,2931.54
4,0,4,219,54.75,0,22,6.25,0,0,525.69,0,0,2.40041095890411,0,"United Kingdom","1",7,0.1,0.79,0.29,764.25
1,0,1,64,64,0,8,8,0,0,268.8,0,0,4.2,0,"United Kingdom","0",124,0.84,0.13,0.29,301.6
6,2,8,594,99,-7,58,11.1666666666667,4,2,1295.04,-57.35,1237.69,2.18020202020202,8.19285714285714,"United Kingdom","1",8,0.12,0.93,0.88,1085.81
3,1,4,691,230.333333333333,-1,146,56,1,1,933.9,-1.65,932.25,1.35151953690304,1.65,"United Kingdom","1",9,0.15,0.79,0.85,197.85
1,1,2,394,394,-10,57,60,1,1,930.3,-37.5,892.8,2.36116751269036,3.75,"United Kingdom","0",123,0.84,0.51,0.85,751.16
1,1,2,110,110,-4,6,6,3,3,242.42,-13.9,228.52,2.20381818181818,3.475,"United Kingdom","0",119,0.82,0.51,0.72,1541.26
3,0,3,322,107.333333333333,0,82,29,0,0,512.28,0,0,1.59093167701863,0,"United Kingdom","0",42,0.45,0.69,0.29,229.09
3,2,5,516,172,-3,77,31.3333333333333,2,1.5,552.8,-15.65,537.15,1.07131782945736,5.21666666666667,"United Kingdom","1",49,0.5,0.86,0.79,231.17
1,0,1,198,198,0,13,13,0,0,335.82,0,0,1.69606060606061,0,"United Kingdom","0",123,0.83,0.13,0.29,805.11
5,1,6,593,118.6,-6,40,9.4,1,1,1861.29,-22.5,1838.79,3.13876897133221,3.75,"United Kingdom","1",13,0.2,0.89,0.92,1700.74
3,2,5,326,108.666666666667,-6,36,14,4,2,885,-22.4,862.6,2.71472392638037,3.73333333333333,"United Kingdom","1",22,0.3,0.86,0.84,1019.1
2,0,2,74,37,0,5,4,0,0,504.3,0,0,6.81486486486487,0,"United Kingdom","0",82,0.68,0.51,0.3,776.55
2,0,2,684,342,0,80,41.5,0,0,908.47,0,0,1.32817251461988,0,"United Kingdom","1",34,0.41,0.51,0.3,554.76
1,2,3,152,152,-6,16,16,2,1,318,-15.3,302.7,2.09210526315789,2.55,"United Kingdom","1",109,0.79,0.69,0.75,287.64
8,1,9,1253,156.625,-2,71,13.25,1,1,2835.6,-29.9,2805.7,2.26304868316041,14.95,"United Kingdom","0",7,0.11,0.95,0.95,6489.97
4,1,5,559,139.75,-10,78,26,4,4,1165.13,-53.5,1111.63,2.08431127012522,5.35,"United Kingdom","1",25,0.34,0.86,0.87,1344.9
4,1,5,942,235.5,-1,77,22.25,1,1,1401.03,-2.95,1398.08,1.48729299363057,2.95,"United Kingdom","1",22,0.31,0.86,0.89,987.72
1,0,1,85,85,0,12,12,0,0,208.61,0,0,2.45423529411765,0,"United Kingdom","1",123,0.84,0.13,0.3,1121.84
1,0,1,295,295,0,30,30,0,0,454.3,0,0,1.54,0,"United Kingdom","0",123,0.83,0.13,0.3,5774.41
1,0,1,67,67,0,16,16,0,0,243.36,0,0,3.63223880597015,0,"United Kingdom","0",123,0.84,0.13,0.3,279.75
1,0,1,29,29,0,19,19,0,0,109.25,0,0,3.76724137931034,0,"United Kingdom","0",121,0.83,0.13,0.3,437.15
1,0,1,55,55,0,25,25,0,0,195.35,0,0,3.55181818181818,0,"United Kingdom","1",121,0.83,0.13,0.3,132.25
1,0,1,76,76,0,5,5,0,0,163.8,0,0,2.15526315789474,0,"United Kingdom","1",121,0.83,0.13,0.3,1576.8
2,0,2,519,259.5,0,92,51.5,0,0,925.71,0,0,1.78364161849711,0,"United Kingdom","0",41,0.44,0.51,0.3,935.1
6,2,8,437,72.8333333333333,-11,176,38.5,3,1.5,1059.94,-98.25,961.69,2.42549199084668,8.93181818181818,"United Kingdom","1",42,0.45,0.93,0.86,1348.49
2,1,3,358,179,-2,38,22,2,2,771.66,-6.2,765.46,2.1554748603352,3.1,"Germany","1",67,0.6,0.69,0.83,1156.82
3,2,5,380,126.666666666667,-8,31,11,3,1.5,787,-10.45,776.55,2.07105263157895,1.30625,"United Kingdom","0",62,0.58,0.86,0.83,1738.21
1,0,1,89,89,0,17,17,0,0,145.25,0,0,1.63202247191011,0,"United Kingdom","0",120,0.83,0.13,0.3,501.67
2,0,2,863,431.5,0,60,33.5,0,0,1023.78,0,0,1.18630359212051,0,"United Kingdom","0",12,0.19,0.51,0.3,1837.77
1,0,1,37,37,0,15,15,0,0,131.7,0,0,3.55945945945946,0,"United Kingdom","0",120,0.83,0.14,0.3,464.56
1,1,2,600,600,-600,1,1,1,1,318,-390,-72,0.53,0.65,"United Kingdom","0",120,0.82,0.51,0.01,318
5,1,6,798,159.6,-24,48,10.4,1,1,1695.02,-50.4,1644.62,2.12408521303258,2.1,"United Kingdom","0",25,0.34,0.89,0.91,4885.42
3,0,3,1304,434.666666666667,0,38,15.6666666666667,0,0,1074.6,0,0,0.824079754601227,0,"United Kingdom","0",26,0.36,0.69,0.3,1120.98
5,0,5,386,77.2,0,44,12.2,0,0,789.79,0,0,2.04608808290155,0,"United Kingdom","1",2,0.03,0.86,0.3,1289.89
3,0,3,373,124.333333333333,0,24,8.66666666666667,0,0,408.06,0,0,1.09399463806971,0,"Netherlands","0",67,0.6,0.69,0.3,396.17
1,0,1,68,68,0,9,12,0,0,127.9,0,0,1.88088235294118,0,"United Kingdom","0",120,0.83,0.14,0.3,112.1
2,0,2,447,223.5,0,20,10,0,0,662.09,0,0,1.48118568232662,0,"United Kingdom","0",49,0.5,0.51,0.3,300.1
5,0,5,336,67.2,0,115,27.2,0,0,729.86,0,0,2.17220238095238,0,"United Kingdom","0",51,0.52,0.86,0.3,1372.68
2,2,4,517,258.5,-4,42,23,4,2,973.11,-34.95,938.16,1.88222437137331,8.7375,"United Kingdom","1",14,0.22,0.79,0.85,741.48
4,0,4,2540,635,0,40,12.75,0,0,3569.46,0,0,1.40529921259843,0,"United Kingdom","0",21,0.29,0.79,0.3,13420.06
1,0,1,135,135,0,18,18,0,0,280.05,0,0,2.07444444444444,0,"United Kingdom","1",119,0.82,0.14,0.3,907.61
2,1,3,1367,683.5,-2,97,54.5,2,2,4576.97,-4.2,4572.77,3.34818580833943,2.1,"Germany","0",47,0.48,0.69,0.98,8544.24
2,0,2,703,351.5,0,96,50.5,0,0,1661.4,0,0,2.36330014224751,0,"United Kingdom","1",27,0.37,0.51,0.31,948.96
1,1,2,202,202,-4,12,12,1,1,184.5,-11.8,172.7,0.913366336633663,2.95,"United Kingdom","0",118,0.81,0.51,0.71,384.05
9,0,9,3857,428.555555555556,0,117,24.3333333333333,0,0,3574.43,0,0,0.926738397718434,0,"United Kingdom","1",19,0.27,0.95,0.31,3582.67
2,0,2,240,120,0,37,18.5,0,0,246.63,0,0,1.027625,0,"United Kingdom","0",51,0.51,0.51,0.31,30.12
1,0,1,37,37,0,8,8,0,0,117.85,0,0,3.18513513513513,0,"United Kingdom","0",119,0.82,0.14,0.31,-12.75
2,1,3,205,102.5,-1,22,12,1,1,516.93,-12.75,504.18,2.52160975609756,12.75,"United Kingdom","1",81,0.68,0.69,0.79,441.78
2,0,2,673,336.5,0,50,28,0,0,692.9,0,0,1.0295690936107,0,"United Kingdom","0",6,0.08,0.51,0.31,1134.9
2,0,2,303,151.5,0,48,25.5,0,0,619.34,0,0,2.04402640264026,0,"United Kingdom","0",54,0.54,0.51,0.31,1004.8
3,1,4,411,137,-24,29,12.3333333333333,1,1,744.88,-34.8,710.08,1.8123600973236,1.45,"Netherlands","1",11,0.15,0.79,0.82,641.16
4,0,4,856,214,0,24,8.5,0,0,1622.2,0,0,1.89509345794393,0,"United Kingdom","0",18,0.25,0.79,0.31,1786.28
2,0,2,342,171,0,173,94.5,0,0,678.18,0,0,1.98298245614035,0,"United Kingdom","1",70,0.63,0.51,0.31,642.77
1,0,1,35,35,0,13,13,0,0,105.85,0,0,3.02428571428571,0,"United Kingdom","0",119,0.82,0.14,0.31,97.35
3,1,4,205,68.3333333333333,-4,65,26.3333333333333,1,1,732.49,-35.8,696.69,3.57312195121951,8.95,"United Kingdom","1",65,0.6,0.79,0.82,756.18
2,0,2,357,178.5,0,17,9.5,0,0,707.4,0,0,1.98151260504202,0,"Sweden","0",68,0.61,0.51,0.31,623.99
4,0,4,527,131.75,0,6,2.75,0,0,1086.15,0,0,2.06100569259962,0,"United Kingdom","0",50,0.51,0.79,0.31,3113.7
3,1,4,268,89.3333333333333,-2,41,13.6666666666667,2,2,731.66,-17.8,713.86,2.73007462686567,8.9,"United Kingdom","1",104,0.77,0.8,0.82,544.52
3,0,3,295,98.3333333333333,0,16,6,0,0,486.05,0,0,1.64762711864407,0,"United Kingdom","1",12,0.19,0.69,0.31,368.9
1,1,2,24,24,-12,1,1,1,1,30,-51,-21,1.25,4.25,"United Kingdom","0",118,0.81,0.52,0.01,404.34
3,1,4,428,142.666666666667,-3,44,15.6666666666667,3,3,1030.57,-16,1014.57,2.4078738317757,5.33333333333333,"United Kingdom","0",14,0.22,0.8,0.86,1980.05
3,0,3,165,55,0,22,10.3333333333333,0,0,493.93,0,0,2.99351515151515,0,"United Kingdom","0",6,0.08,0.69,0.31,522.21
2,0,2,197,98.5,0,29,14.5,0,0,452.23,0,0,2.29558375634518,0,"United Kingdom","0",64,0.59,0.52,0.31,257.48
1,1,2,105,105,-6,10,10,1,1,160.85,-9.9,150.95,1.53190476190476,1.65,"United Kingdom","0",110,0.79,0.52,0.71,385.02
3,0,3,518,172.666666666667,0,20,8.66666666666667,0,0,1232.98,0,0,2.38027027027027,0,"United Kingdom","0",11,0.15,0.69,0.31,465.96
4,1,5,677,169.25,-18,19,7,4,4,1313.75,-41.4,1272.35,1.94054652880355,2.3,"United Kingdom","1",46,0.48,0.86,0.89,1025.85
2,0,2,413,206.5,0,17,11.5,0,0,760.9,0,0,1.84237288135593,0,"United Kingdom","0",22,0.31,0.52,0.31,1258.01
1,0,1,100,100,0,1,1,0,0,165,0,0,1.65,0,"United Kingdom","0",118,0.82,0.14,0.31,358
3,0,3,379,126.333333333333,0,35,13.6666666666667,0,0,739.36,0,0,1.95081794195251,0,"United Kingdom","0",23,0.33,0.69,0.31,211
1,0,1,102,102,0,5,5,0,0,68.1,0,0,0.667647058823529,0,"United Kingdom","0",118,0.82,0.14,0.32,52.8
1,0,1,76,76,0,6,6,0,0,75.68,0,0,0.995789473684211,0,"United Kingdom","1",118,0.81,0.14,0.32,98.06
1,0,1,50,50,0,3,3,0,0,97.5,0,0,1.95,0,"United Kingdom","0",118,0.81,0.14,0.32,312
2,1,3,356,178,-3,41,20.5,2,2,671.15,-12.45,658.7,1.88525280898876,4.15,"United Kingdom","0",7,0.11,0.69,0.81,943.16
3,2,5,1222,407.333333333333,-28,421,173,3,2,1948.11,-74.6,1873.51,1.59419803600655,2.66428571428571,"United Kingdom","1",19,0.27,0.86,0.92,24
3,2,5,400,133.333333333333,-8,41,16.3333333333333,3,1.5,791.83,-18.7,773.13,1.979575,2.3375,"United Kingdom","1",42,0.45,0.86,0.83,1612.35
2,1,3,66,33,-2,13,7,1,1,230.4,-7.9,222.5,3.49090909090909,3.95,"United Kingdom","1",26,0.35,0.69,0.72,159.2
3,0,3,719,239.666666666667,0,50,18.6666666666667,0,0,935.33,0,0,1.30087621696801,0,"United Kingdom","0",22,0.31,0.69,0.32,1377.47
3,0,3,434,144.666666666667,0,61,25.6666666666667,0,0,1842.65,0,0,4.24573732718894,0,"Spain","1",25,0.33,0.7,0.32,1881.22
16,0,16,22092,1380.75,0,8,2.0625,0,0,13087.2,0,0,0.592395437262357,0,"United Kingdom","0",0,0.01,0.99,0.32,13539.6
1,0,1,73,73,0,54,54,0,0,170.44,0,0,2.33479452054795,0,"United Kingdom","0",117,0.81,0.14,0.32,475.98
1,1,2,643,643,-3,41,41,1,1,1177.84,-25.5,1152.34,1.83178849144635,8.5,"United Kingdom","0",85,0.7,0.52,0.88,1954.28
4,0,4,54,13.5,0,6,3.75,0,0,544.85,0,0,10.0898148148148,0,"Belgium","0",8,0.11,0.8,0.32,667.2
1,0,1,122,122,0,11,11,0,0,195.9,0,0,1.60573770491803,0,"United Kingdom","1",117,0.81,0.14,0.32,756.76
2,1,3,231,115.5,-6,21,10.5,1,1,315.65,-25.5,290.15,1.36645021645022,4.25,"United Kingdom","0",47,0.48,0.7,0.74,315.69
1,0,1,1,1,0,1,1,0,0,15,0,0,15,0,"United Kingdom","0",117,0.81,0.14,0.32,364.35
3,0,3,484,161.333333333333,0,84,31,0,0,693.96,0,0,1.43380165289256,0,"United Kingdom","0",14,0.21,0.7,0.32,505.69
5,0,5,1052,210.4,0,77,23.6,0,0,2395.73,0,0,2.27730988593156,0,"United Kingdom","1",14,0.21,0.86,0.32,3994.07
1,0,1,120,120,0,14,14,0,0,267.6,0,0,2.23,0,"United Kingdom","1",116,0.81,0.14,0.32,1610.83
2,0,2,60,30,0,3,1.5,0,0,435,0,0,7.25,0,"United Kingdom","0",62,0.59,0.52,0.32,399.5
1,0,1,141,141,0,18,18,0,0,334.05,0,0,2.36914893617021,0,"United Kingdom","1",116,0.81,0.14,0.32,396.81
2,0,2,526,263,0,140,85,0,0,847.44,0,0,1.61110266159696,0,"United Kingdom","0",60,0.56,0.52,0.32,2710.52
6,2,8,696,116,-8,83,14.6666666666667,4,2,1751.6,-37.6,1714,2.51666666666667,4.7,"United Kingdom","1",33,0.39,0.94,0.92,95.81
2,0,2,616,308,0,43,23.5,0,0,546.64,0,0,0.887402597402597,0,"United Kingdom","0",14,0.21,0.52,0.32,910.15
1,0,1,157,157,0,14,14,0,0,310.73,0,0,1.97917197452229,0,"United Kingdom","0",116,0.81,0.15,0.32,808.26
2,0,2,227,113.5,0,3,3,0,0,657.15,0,0,2.89493392070485,0,"United Kingdom","0",43,0.46,0.52,0.33,611.55
6,0,6,1465,244.166666666667,0,92,17.6666666666667,0,0,1703.91,0,0,1.16307849829352,0,"United Kingdom","0",5,0.06,0.89,0.33,877
7,4,11,1742,248.857142857143,-32,154,28,12,3,3407.87,-65.45,3342.42,1.95629735935706,2.0453125,"United Kingdom","1",4,0.04,0.96,0.96,7874.33
1,1,2,5,5,-1,2,2,1,1,310,-295,15,62,295,"United Kingdom","0",110,0.79,0.52,0.7,2441.8
1,0,1,359,359,0,38,38,0,0,319.4,0,0,0.889693593314763,0,"United Kingdom","0",114,0.81,0.15,0.33,346.38
1,0,1,29,29,0,5,5,0,0,83.35,0,0,2.87413793103448,0,"United Kingdom","1",113,0.8,0.15,0.33,250.21
6,2,8,348,58,-18,93,17.5,12,7,774,-69,705,2.22413793103448,3.83333333333333,"United Kingdom","0",14,0.21,0.94,0.82,-131.55
2,0,2,190,95,0,35,17.5,0,0,303.12,0,0,1.59536842105263,0,"United Kingdom","0",16,0.24,0.52,0.33,816.81
7,1,8,1460,208.571428571429,-1,163,30.1428571428571,1,1,2512.41,-7.95,2504.46,1.72082876712329,7.95,"United Kingdom","1",2,0.03,0.94,0.94,1990.31
1,0,1,829,829,0,124,129,0,0,1637.19,0,0,1.9748974668275,0,"United Kingdom","1",113,0.8,0.15,0.33,1865.13
1,0,1,110,110,0,11,11,0,0,205.1,0,0,1.86454545454545,0,"United Kingdom","1",113,0.8,0.15,0.33,117.86
5,0,5,506,101.2,0,53,10.8,0,0,819.31,0,0,1.61918972332016,0,"United Kingdom","0",53,0.53,0.86,0.33,887.9
2,0,2,212,106,0,63,33,0,0,594.99,0,0,2.80655660377358,0,"United Kingdom","1",57,0.56,0.52,0.33,608.79
2,0,2,209,104.5,0,49,24.5,0,0,329.86,0,0,1.57827751196172,0,"United Kingdom","1",30,0.39,0.52,0.33,716.88
1,0,1,7,7,0,4,4,0,0,29.65,0,0,4.23571428571429,0,"United Kingdom","0",113,0.8,0.15,0.33,229.23
1,0,1,40,40,0,10,11,0,0,122.3,0,0,3.0575,0,"United Kingdom","0",113,0.8,0.15,0.33,1450.5
1,1,2,131,131,-3,16,16,3,3,306.55,-21.55,285,2.34007633587786,7.18333333333333,"United Kingdom","1",110,0.79,0.52,0.74,514.82
2,0,2,315,157.5,0,30,15,0,0,421.65,0,0,1.33857142857143,0,"Poland","0",26,0.35,0.52,0.33,885.33
3,0,3,428,142.666666666667,0,22,9.66666666666667,0,0,463.86,0,0,1.08378504672897,0,"France","0",16,0.24,0.7,0.33,568.72
3,0,3,436,145.333333333333,0,66,29,0,0,890.6,0,0,2.04266055045872,0,"United Kingdom","0",40,0.42,0.7,0.33,3786.02
1,0,1,1066,1066,0,70,70,0,0,1053.79,0,0,0.988545966228893,0,"United Kingdom","0",112,0.8,0.15,0.33,208.96
3,1,4,74,24.6666666666667,-2,1,1,1,1,287.1,-7.5,279.6,3.87972972972973,3.75,"United Kingdom","0",7,0.11,0.8,0.74,7.42
2,0,2,562,281,0,22,17,0,0,996.02,0,0,1.77227758007117,0,"United Kingdom","0",103,0.77,0.52,0.34,409.76
3,0,3,811,270.333333333333,0,38,13,0,0,912.03,0,0,1.12457459926017,0,"United Kingdom","0",7,0.09,0.7,0.34,1064.09
1,0,1,369,369,0,60,60,0,0,620.75,0,0,1.68224932249322,0,"United Kingdom","0",111,0.8,0.15,0.34,266.92
1,1,2,287,287,-4,40,40,4,4,762.11,-20.8,741.31,2.65543554006969,5.2,"Spain","1",102,0.76,0.52,0.83,382.7
5,4,9,6913,1382.6,-4,6,2.2,3,1,3375.54,-2122.86,1252.68,0.488288731375669,530.715,"United Kingdom","0",7,0.11,0.95,0.88,644.5
4,0,4,1223,305.75,0,125,35.25,0,0,3036.75,0,0,2.48303352412101,0,"United Kingdom","1",8,0.13,0.8,0.34,2702.71
3,0,3,249,83,0,24,8.66666666666667,0,0,383.31,0,0,1.53939759036145,0,"United Kingdom","1",12,0.18,0.7,0.34,15.9
2,1,3,724,362,-11,21,11.5,2,2,1117.52,-23.1,1094.42,1.54353591160221,2.1,"United Kingdom","0",102,0.77,0.7,0.87,989
3,1,4,510,170,-1,5,2.33333333333333,1,1,516.67,-82.5,434.17,1.01307843137255,82.5,"United Kingdom","0",26,0.36,0.8,0.78,417.95
1,0,1,370,370,0,30,30,0,0,520.57,0,0,1.40694594594595,0,"United Kingdom","1",110,0.8,0.16,0.34,739.87
3,1,4,307,102.333333333333,-1,45,18,1,1,973.84,-2.95,970.89,3.17211726384365,2.95,"United Kingdom","1",8,0.13,0.8,0.86,1692.77
1,0,1,90,90,0,14,14,0,0,186.34,0,0,2.07044444444444,0,"United Kingdom","1",110,0.79,0.16,0.34,126.2
3,0,3,653,217.666666666667,0,41,16.3333333333333,0,0,717.91,0,0,1.09940275650842,0,"United Kingdom","0",25,0.34,0.7,0.34,2042.65
2,0,2,312,156,0,16,8.5,0,0,657.9,0,0,2.10865384615385,0,"United Kingdom","0",65,0.6,0.53,0.34,324.52
3,0,3,229,76.3333333333333,0,23,8.33333333333333,0,0,357.3,0,0,1.56026200873362,0,"United Kingdom","0",23,0.33,0.7,0.34,1423.82
1,1,2,3906,3906,-48,1,1,2,2,3202.92,-40.8,3162.12,0.82,0.85,"United Kingdom","0",98,0.76,0.53,0.96,608
6,1,7,1242,207,-1,31,7.83333333333333,1,1,1302.42,-4.95,1297.47,1.04864734299517,4.95,"United Kingdom","1",8,0.13,0.92,0.89,1622.57
1,0,1,96,96,0,12,12,0,0,137.9,0,0,1.43645833333333,0,"United Kingdom","0",109,0.79,0.16,0.34,437.73
3,2,5,1080,360,-2,14,5.66666666666667,2,1,1148.52,-5,1143.52,1.06344444444444,2.5,"United Kingdom","0",15,0.23,0.86,0.87,1399.72
2,0,2,470,235,0,34,18,0,0,683.68,0,0,1.45463829787234,0,"United Kingdom","1",65,0.6,0.53,0.34,1103.11
1,0,1,130,130,0,42,43,0,0,252.29,0,0,1.94069230769231,0,"United Kingdom","0",109,0.79,0.16,0.34,174.32
0,1,1,0,0,-1,0,0,1,1,0,-2.95,0,0,2.95,"United Kingdom","0",109,0.79,0.16,0.34,90.48
1,0,1,606,606,0,78,79,0,0,723.9,0,0,1.19455445544554,0,"United Kingdom","0",107,0.78,0.16,0.35,961.56
3,0,3,385,128.333333333333,0,36,13.3333333333333,0,0,716.72,0,0,1.86161038961039,0,"United Kingdom","1",0,0.02,0.7,0.35,795.08
4,0,4,1028,257,0,146,59,0,0,2157.64,0,0,2.09887159533074,0,"United Kingdom","0",58,0.56,0.8,0.35,1028
1,0,1,53,53,0,23,23,0,0,140.35,0,0,2.64811320754717,0,"United Kingdom","0",107,0.78,0.16,0.35,286.46
2,0,2,286,143,0,95,57,0,0,438.27,0,0,1.53241258741259,0,"United Kingdom","0",96,0.75,0.53,0.35,259.27
1,0,1,73,73,0,36,37,0,0,108.26,0,0,1.48301369863014,0,"United Kingdom","0",107,0.78,0.16,0.35,183.22
3,0,3,725,241.666666666667,0,74,26,0,0,1356.67,0,0,1.87126896551724,0,"United Kingdom","0",19,0.27,0.7,0.35,698.84
1,0,1,219,219,0,13,13,0,0,446.16,0,0,2.0372602739726,0,"Spain","0",106,0.78,0.16,0.35,811.9
2,0,2,352,176,0,24,12.5,0,0,630.08,0,0,1.79,0,"United Kingdom","0",43,0.46,0.53,0.35,376.9
2,0,2,597,298.5,0,38,25.5,0,0,1071.35,0,0,1.79455611390285,0,"United Kingdom","0",15,0.23,0.53,0.35,2555.46
3,0,3,934,311.333333333333,0,62,26.3333333333333,0,0,1278.48,0,0,1.36882226980728,0,"United Kingdom","1",25,0.33,0.7,0.35,153.3
2,1,3,693,346.5,-1,35,18,1,1,570.59,-12.75,557.84,0.823362193362193,12.75,"United Kingdom","1",41,0.43,0.7,0.8,874.42
2,1,3,474,237,-9,21,12.5,2,2,497.94,-19.65,478.29,1.05050632911392,2.18333333333333,"United Kingdom","0",43,0.45,0.7,0.78,1243.28
